Date,Directories,Files,"Lines of Code (LOC)","Cyclomatic Complexity / Lines of Code","Comment Lines of Code (CLOC)","Non-Comment Lines of Code (NCLOC)",Namespaces,Interfaces,Traits,Classes,"Abstract Classes","Concrete Classes","Average Class Length (NCLOC)",Methods,"Non-Static Methods","Static Methods","Public Methods","Non-Public Methods","Average Method Length (NCLOC)","Cyclomatic Complexity / Number of Methods","Anonymous Functions",Functions,Constants,"Global Constants","Class Constants"
"Thu Sep 1 00:38:08 2011 +0100",117,575,199175,0.064163856518832,58613,140562,0,4,0,906,10,896,154.80022075055,4929,4570,359,4385,544,28.453844593224,2.7829174274701,0,35,107,83,24
"Mon Aug 29 16:54:22 2011 -0430",117,575,198790,0.064221818311415,58495,140295,0,4,0,905,10,895,155.26740331492,4910,4551,359,4366,544,28.618533604888,2.7873727087576,0,35,107,83,24
"Sun Aug 21 09:56:23 2011 -0400",117,575,198790,0.064221818311415,58495,140295,0,4,0,905,10,895,155.26740331492,4910,4551,359,4366,544,28.618533604888,2.7873727087576,0,35,107,83,24
"Fri Aug 19 16:47:46 2011 +0200",117,575,200544,0.067608771716854,60503,140041,0,4,0,906,10,896,154.8995584989,4904,4548,356,4390,514,28.617251223491,2.8835644371941,0,35,107,83,24
"Sun Aug 14 05:09:57 2011 +0530",117,575,200544,0.067608771716854,60503,140041,0,4,0,906,10,896,154.8995584989,4904,4548,356,4390,514,28.617251223491,2.8835644371941,0,35,107,83,24
"Sun Jul 31 06:33:56 2011 +0530",117,575,200544,0.067608771716854,60503,140041,0,4,0,906,10,896,154.8995584989,4904,4548,356,4390,514,28.617251223491,2.8835644371941,0,35,107,83,24
"Mon Jul 25 23:29:04 2011 -0430",117,575,200544,0.067608771716854,60503,140041,0,4,0,906,10,896,154.8995584989,4904,4548,356,4390,514,28.617251223491,2.8835644371941,0,35,107,83,24
"Fri Jul 22 20:45:33 2011 -0400",117,575,200544,0.067608771716854,60503,140041,0,4,0,906,10,896,154.8995584989,4904,4548,356,4390,514,28.617251223491,2.8835644371941,0,35,107,83,24
"Fri Jul 15 18:30:55 2011 -0430",117,574,197995,0.064636442641947,59915,138080,0,4,0,905,9,896,152.78563535912,4832,4477,355,4328,504,28.615687086093,2.8013245033113,0,35,120,96,24
"Sat Jul 9 07:45:19 2011 -0700",117,574,198126,0.064620951691695,59951,138175,0,4,0,906,9,897,152.30794701987,4834,4479,355,4327,507,28.545924700041,2.8003723624328,0,35,120,96,24
"Sun Jul 3 12:53:57 2011 -0400",117,574,198126,0.064620951691695,59951,138175,0,4,0,906,9,897,152.30794701987,4834,4479,355,4327,507,28.545924700041,2.8003723624328,0,35,120,96,24
"Tue Jun 28 17:28:36 2011 +0530",117,574,197876,0.064770462697924,59881,137995,0,4,0,907,9,898,151.71995589857,4820,4466,354,4316,504,28.54979253112,2.8109958506224,1,35,120,96,24
"Thu Jun 23 13:53:19 2011 -0700",117,574,197876,0.064770462697924,59881,137995,0,4,0,907,9,898,151.71995589857,4820,4466,354,4316,504,28.54979253112,2.8109958506224,1,35,120,96,24
"Wed Jun 22 13:08:17 2011 -0700",117,574,197876,0.064770462697924,59881,137995,0,4,0,907,9,898,151.71995589857,4820,4466,354,4316,504,28.54979253112,2.8109958506224,1,35,120,96,24
"Wed Jun 22 15:39:33 2011 +0200",117,573,197536,0.064627825607224,59778,137758,0,4,0,903,9,894,152.20265780731,4814,4460,354,4308,506,28.549854590777,2.8061902783548,0,35,120,96,24
"Tue Jun 21 15:30:17 2011 -0430",117,571,197277,0.06480324343176,59645,137632,0,4,0,901,9,892,153.13651498335,4802,4448,354,4294,508,28.73302790504,2.814035818409,0,35,119,96,23
"Mon Jun 20 19:49:06 2011 -0430",117,571,197248,0.064839844204162,59632,137616,0,4,0,901,9,892,152.28412874584,4802,4448,354,4294,508,28.57309454394,2.8148688046647,0,35,119,96,23
"Sun Jun 19 18:43:11 2011 -0400",117,571,197275,0.064906610764147,59893,137382,0,4,0,901,9,892,157.35183129856,4802,4448,354,4294,508,29.523948354852,2.8136193252811,0,35,119,96,23
"Sun Jun 12 22:42:22 2011 +0200",117,569,196938,0.064955199545809,59551,137387,0,4,0,899,9,890,153.10567296997,4790,4435,355,4283,507,28.735281837161,2.819624217119,0,35,118,96,22
"Thu Jun 2 21:53:56 2011 -0400",117,569,196938,0.064955199545809,59551,137387,0,4,0,899,9,890,153.10567296997,4790,4435,355,4283,507,28.735281837161,2.819624217119,0,35,118,96,22
"Mon May 30 21:48:26 2011 -0400",117,569,196938,0.064955199545809,59551,137387,0,4,0,899,9,890,153.10567296997,4790,4435,355,4283,507,28.735281837161,2.819624217119,0,35,118,96,22
"Sun May 29 00:02:53 2011 +0200",117,569,196938,0.064955199545809,59551,137387,0,4,0,899,9,890,153.10567296997,4790,4435,355,4283,507,28.735281837161,2.819624217119,0,35,118,96,22
"Thu May 26 16:54:31 2011 +0200",117,569,196862,0.065125729141634,59543,137319,0,4,0,899,9,890,152.23804226919,4788,4434,354,4324,464,28.584377610693,2.8237259816207,0,35,118,96,22
"Tue May 24 09:05:23 2011 +0200",117,569,196862,0.065125729141634,59543,137319,0,4,0,899,9,890,152.23804226919,4788,4434,354,4324,464,28.584377610693,2.8237259816207,0,35,118,96,22
"Sun May 22 23:29:17 2011 +0200",117,569,196862,0.065125729141634,59543,137319,0,4,0,899,9,890,152.23804226919,4788,4434,354,4324,464,28.584377610693,2.8237259816207,0,35,118,96,22
"Thu May 19 14:05:18 2011 -0700",117,569,196923,0.065025965229171,59624,137299,0,4,0,898,9,889,152.44543429844,4796,4441,355,4338,458,28.543786488741,2.8181818181818,0,35,118,96,22
"Tue May 17 21:48:16 2011 +0200",117,569,196915,0.065044144642909,59639,137276,0,4,0,898,9,889,154.3719376392,4796,4441,355,4338,458,28.904503753128,2.8183903252711,0,35,118,96,22
"Sun May 15 16:15:06 2011 +0200",117,569,196883,0.065294674728637,59613,137270,0,4,0,898,9,889,152.3986636971,4795,4440,355,4337,458,28.540980187696,2.8258602711157,0,35,118,96,22
"Tue May 17 00:08:51 2011 +0200",117,569,196883,0.065294674728637,59613,137270,0,4,0,898,9,889,152.3986636971,4795,4440,355,4337,458,28.540980187696,2.8258602711157,0,35,118,96,22
"Mon May 16 12:11:27 2011 -0700",117,569,196859,0.065013697831662,59611,137248,0,4,0,898,9,889,152.38084632517,4795,4440,355,4337,458,28.537643378519,2.8175182481752,0,35,118,96,22
"Sun May 15 19:10:53 2011 +0200",117,569,196835,0.065083790727549,59827,137008,0,4,0,898,9,889,152.31514476615,4795,4440,355,4337,458,28.525338894682,2.8152241918665,1,35,118,96,22
"Sun Apr 17 12:28:10 2011 +0200",117,569,196750,0.065142581592618,59881,136869,0,4,0,901,9,892,152.11986681465,4813,4458,355,4354,459,28.477041346354,2.8078121753584,0,41,122,100,22
"Sun Apr 17 12:06:33 2011 +0200",117,569,196800,0.065006673522526,59691,137109,0,4,0,898,9,889,152.91648106904,4799,4444,355,4341,458,28.614086267972,2.8135028130861,0,35,132,110,22
"Thu May 12 22:41:35 2011 -0400",115,558,196129,0.065073400397707,59345,136784,0,4,0,894,9,885,152.57718120805,4763,4415,348,4306,457,28.638253201764,2.8238505143817,0,35,136,114,22
"Sat May 7 19:00:17 2011 +0200",115,558,196129,0.065073400397707,59345,136784,0,4,0,894,9,885,152.57718120805,4763,4415,348,4306,457,28.638253201764,2.8238505143817,0,35,136,114,22
"Wed Apr 27 00:26:42 2011 -0400",115,557,195017,0.066433695052419,59092,135925,0,4,0,892,9,883,152.04484304933,4735,4387,348,4284,451,28.642872228089,2.8627243928194,0,35,133,114,19
"Mon Apr 25 19:22:14 2011 +0200",115,557,195070,0.06516991094475,59087,135983,0,4,0,891,9,882,152.12008978676,4734,4386,348,4295,439,28.630967469371,2.8276299112801,0,35,133,114,19
"Fri Apr 22 17:08:44 2011 -0430",112,550,193031,0.065023270314205,58310,134721,0,4,0,881,8,873,153.12258796822,4663,4320,343,4250,413,28.930087926228,2.8335835299164,0,35,128,114,14
"Thu Apr 21 19:01:15 2011 -0430",112,549,193015,0.066731485742277,58281,134734,0,4,0,879,8,871,152.83845278726,4662,4320,342,4249,413,28.817031317031,2.8835263835264,0,35,128,114,14
"Tue Apr 19 12:14:02 2011 -0430",112,549,193015,0.066731485742277,58281,134734,0,4,0,879,8,871,152.83845278726,4662,4320,342,4249,413,28.817031317031,2.8835263835264,0,35,128,114,14
"Sun Apr 17 18:03:43 2011 +0200",112,549,193015,0.066731485742277,58281,134734,0,4,0,879,8,871,152.83845278726,4662,4320,342,4249,413,28.817031317031,2.8835263835264,0,35,128,114,14
"Sat Mar 26 22:34:03 2011 +0100",98,545,193133,0.065974520492931,58672,134461,0,4,0,880,7,873,154.52272727273,4716,4373,343,4302,414,28.833757421544,2.8282442748092,0,39,134,120,14
"Sat Mar 19 10:14:10 2011 -0400",98,545,193119,0.065801874540827,58366,134753,0,4,0,879,7,872,152.9055745165,4669,4326,343,4255,414,28.786463910902,2.8432212465196,0,39,134,120,14
"Sat Mar 12 12:19:06 2011 -0500",98,545,192894,0.065733839626077,58321,134573,0,4,0,879,7,872,152.76678043231,4665,4322,343,4251,414,28.784994640943,2.842872454448,0,39,134,120,14
"Thu Mar 10 03:54:20 2011 +0530",98,545,192910,0.065872844907631,58287,134623,0,4,0,879,7,872,152.83162684869,4665,4322,343,4250,415,28.797213290461,2.8452304394427,0,39,134,120,14
"Thu Mar 3 06:36:02 2011 -0500",98,545,192896,0.06596386437253,58292,134604,0,4,0,879,7,872,153.59726962457,4667,4321,346,4254,413,28.929076494536,2.8500107135205,0,39,134,120,14
"Wed Mar 2 05:46:27 2011 -0500",98,545,192641,0.065875525464082,58236,134405,0,4,0,879,7,872,152.64846416382,4655,4310,345,4242,413,28.824489795918,2.8494092373792,0,39,134,120,14
"Wed Feb 23 01:22:23 2011 -0430",98,545,192507,0.066025722179608,58226,134281,0,4,0,879,7,872,152.50170648464,4653,4308,345,4246,407,28.809155383623,2.852998065764,0,39,134,120,14
"Mon Feb 21 15:45:46 2011 -0300",98,545,192507,0.066025722179608,58226,134281,0,4,0,879,7,872,152.50170648464,4653,4308,345,4246,407,28.809155383623,2.852998065764,0,39,134,120,14
"Sun Feb 13 15:13:52 2011 -0500",96,531,191813,0.066614005410199,57622,134191,0,4,0,867,5,862,154.45674740484,4602,4262,340,4201,401,29.099087353325,2.8876575401999,0,39,133,120,13
"Sat Feb 12 22:31:51 2011 -0500",96,531,191910,0.066670143338201,57682,134228,0,4,0,867,5,862,156.70357554787,4607,4264,343,4200,407,29.490340785761,2.8890818319948,0,39,133,120,13
"Sat Feb 12 16:08:48 2011 -0500",96,534,192175,0.066581296485181,57858,134317,0,4,0,871,5,866,153.93111366246,4618,4273,345,4206,412,29.03291468168,2.8832828064097,0,39,137,124,13
"Sat Feb 5 15:24:46 2011 -0500",96,532,191946,0.066522549385017,57796,134150,0,4,0,869,5,864,154.21403912543,4612,4267,345,4203,409,29.05724197745,2.8816131830009,0,39,135,122,13
"Fri Feb 4 21:56:24 2011 -0500",96,532,191946,0.066522549385017,57796,134150,0,4,0,869,5,864,154.21403912543,4612,4267,345,4203,409,29.05724197745,2.8816131830009,0,39,135,122,13
"Tue Jan 18 17:51:09 2011 -0800",96,531,191601,0.066377958635108,57671,133930,0,4,0,867,5,862,156.6862745098,4599,4254,345,4191,408,29.538377908241,2.879539030224,0,39,135,122,13
"Sun Jan 9 00:09:01 2011 -0500",96,531,191206,0.066352342463703,57586,133620,0,4,0,862,5,857,154.75522041763,4586,4241,345,4178,408,29.088312254688,2.8802878325338,0,39,135,122,13
"Sat Jan 1 22:11:28 2011 -0430",96,531,190866,0.066334295460509,57481,133385,0,4,0,862,5,857,154.56960556845,4575,4231,344,4168,407,29.123278688525,2.880218579235,0,39,135,122,13
"Sun Dec 26 20:16:48 2010 -0500",96,531,189957,0.066569294705776,57133,132824,0,4,0,862,5,857,153.97679814385,4535,4191,344,4130,405,29.267475192944,2.8961411245865,0,39,135,122,13
"Wed Dec 22 22:33:17 2010 -0500",96,531,189957,0.066569294705776,57133,132824,0,4,0,862,5,857,153.97679814385,4535,4191,344,4130,405,29.267475192944,2.8961411245865,0,39,135,122,13
"Tue Dec 21 20:53:39 2010 -0500",96,531,190901,0.066469919519375,58074,132827,0,4,0,862,5,857,153.74245939675,4536,4192,344,4131,405,29.216490299824,2.8928571428571,0,39,135,122,13
"Wed Dec 15 22:12:48 2010 -0500",96,531,191030,0.066749622926094,58430,132600,0,4,0,868,5,863,153.55069124424,4566,4222,344,4161,405,29.190100744634,2.8828296101621,0,40,139,126,13
"Sun Dec 12 21:02:42 2010 -0500",94,520,189137,0.066585249296448,57306,131831,0,4,0,841,5,836,156.38644470868,4483,4157,326,4090,393,29.3377202766,2.9022975685925,0,40,138,125,13
"Sun Dec 12 15:48:36 2010 -0500",94,520,189211,0.06653114167166,57378,131833,0,4,0,842,5,837,158.71852731591,4485,4168,317,4092,393,29.797324414716,2.8996655518395,0,40,138,125,13
"Sun Dec 12 12:44:48 2010 -0500",94,520,189096,0.066534094359099,57344,131752,0,4,0,842,5,837,156.06888361045,4483,4167,316,4090,393,29.312960071381,2.8987285300022,0,40,138,125,13
"Fri Dec 10 02:42:38 2010 -0200",94,520,188819,0.067998206373454,57242,131577,0,4,0,834,5,829,157.47122302158,4475,4160,315,4082,393,29.347709497207,2.9432402234637,0,40,138,125,13
"Sat Nov 27 12:09:43 2010 -0800",90,509,188155,0.067689723621927,57175,130980,0,3,0,830,5,825,160.64578313253,4524,4225,299,4138,386,29.473032714412,2.9042882404951,0,40,155,142,13
"Tue Nov 2 23:49:19 2010 -0400",90,506,187577,0.067781683399576,56996,130581,0,3,0,823,5,818,161.53948967193,4505,4207,298,4120,385,29.510987791343,2.9089900110988,0,40,155,142,13
"Sat Oct 30 01:29:26 2010 -0200",86,489,184079,0.068097849336911,55514,128565,0,3,0,804,5,799,162.62686567164,4343,4052,291,3980,363,30.106378079668,2.9491135160028,0,40,166,160,6
"Sun Oct 24 20:57:12 2010 -0400",86,489,184045,0.068118873502412,55505,128540,0,3,0,804,5,799,162.51243781095,4341,4050,291,3978,363,30.099055517162,2.9502418797512,0,40,166,160,6
"Wed Oct 13 23:09:55 2010 -0400",86,489,183886,0.068120760946589,55467,128419,0,3,0,804,5,799,162.37064676617,4336,4045,291,3974,362,30.107472324723,2.9511070110701,0,40,166,160,6
"Sun Oct 3 19:00:27 2010 -0430",86,490,185422,0.068778686811613,56225,129197,0,3,0,809,5,804,162.43634116193,4414,4130,284,4055,359,29.771409152696,2.9476665156321,0,40,167,161,6
"Mon Sep 27 23:40:57 2010 -0430",86,490,185604,0.068702408101736,56249,129355,0,3,0,809,5,804,162.64029666255,4415,4132,283,4057,358,29.802038505096,2.9474518686297,0,40,167,161,6
"Thu Aug 26 23:19:20 2010 -0400",84,477,182727,0.069242789499721,55378,127349,0,3,0,794,5,789,163.1322418136,4317,4006,311,3994,323,30.003937919852,2.9735927727589,0,40,166,166,0
"Wed Aug 11 22:47:20 2010 -0400",84,477,182199,0.06943295109745,55314,126885,0,3,0,794,5,789,162.62594458438,4304,3994,310,3981,323,30.001161710037,2.9776951672862,0,40,166,166,0
"Sat Jul 31 15:41:28 2010 -0400",84,477,182345,0.069396334550951,55321,127024,0,3,0,794,5,789,162.79848866499,4307,3997,310,3984,323,30.012073368934,2.9774785233341,0,40,166,166,0
"Wed Jul 14 23:11:13 2010 -0400",84,477,182376,0.06952086334333,55335,127041,0,3,0,794,5,789,162.82115869018,4312,4002,310,3989,323,29.981447124304,2.9791280148423,0,40,166,166,0
"Tue Jul 6 22:46:08 2010 -0400",83,474,182197,0.069419834463424,55216,126981,0,3,0,789,5,784,163.78833967047,4302,3992,310,3981,321,30.039284053928,2.9800092980009,0,40,166,166,0
"Sun Jul 4 16:56:21 2010 -0400",83,474,182164,0.069425080932914,55207,126957,0,3,0,789,5,784,163.83269961977,4302,3992,310,3982,320,30.047419804742,2.9797768479777,0,40,166,166,0
"Sun Jul 4 00:29:28 2010 -0400",83,471,182020,0.069617360607684,55112,126908,0,3,0,785,5,780,164.53375796178,4291,3981,310,3970,321,30.099976695409,2.9897459799581,0,40,166,166,0
"Sat Jul 3 11:41:49 2010 -0400",83,471,181927,0.069625939879254,55049,126878,0,3,0,783,5,778,165.1251596424,4284,3974,310,3966,318,30.180438842204,2.9927637721755,0,40,166,166,0
"Fri Jul 2 23:15:48 2010 -0400",83,471,181943,0.069701291435866,55030,126913,0,3,0,781,5,776,165.37644046095,4276,3967,309,3956,320,30.205565949485,2.9992984097287,0,40,166,166,0
"Mon Jul 26 22:42:32 2010 -0400",83,468,181548,0.069721194138211,54829,126719,0,3,0,776,4,772,166.32731958763,4256,3948,308,3942,314,30.326597744361,3.0058740601504,0,40,166,166,0
"Sun Jul 25 19:09:29 2010 -0400",81,466,181543,0.069728522146877,54866,126677,0,3,0,774,4,770,166.55555555556,4244,3950,294,3929,315,30.375589066918,3.0110744580584,0,40,166,166,0
"Sun Jul 25 01:15:28 2010 -0400",79,462,181138,0.069829972321076,54688,126450,0,2,0,769,4,765,167.32899869961,4216,3945,271,3904,312,30.520872865275,3.0237191650854,0,40,166,166,0
"Thu Jul 22 11:05:39 2010 +1000",79,462,180990,0.06987417899818,54620,126370,0,2,0,769,4,765,167.20416124837,4208,3941,267,3899,309,30.55608365019,3.027566539924,0,40,166,166,0
"Wed Jul 7 23:33:38 2010 -0400",79,462,181011,0.069978962020911,54573,126438,0,2,0,769,4,765,167.28478543563,4202,3941,261,3895,307,30.614469300333,3.0347453593527,0,40,166,166,0
"Sun Jul 4 14:12:28 2010 +1000",79,462,181007,0.069984103509091,54564,126443,0,2,0,769,4,765,167.29258777633,4201,3941,260,3896,305,30.623184955963,3.0354677457748,0,40,166,166,0
"Tue Jun 15 00:18:06 2010 +1000",79,462,181121,0.070059918106651,54615,126506,0,2,0,769,4,765,167.37581274382,4206,3959,247,3900,306,30.601997146933,3.0363766048502,0,40,166,166,0
"Thu Jul 15 22:16:19 2010 -0430",79,462,180702,0.069993580751765,54519,126183,0,2,0,768,4,764,167.15104166667,4191,3944,247,3886,305,30.630398472918,3.0362681937485,0,40,166,166,0
"Wed Jul 14 17:54:19 2010 -0430",79,462,180604,0.070032431232308,54491,126113,0,2,0,768,4,764,167.05208333333,4187,3940,247,3883,304,30.641509433962,3.038213518032,0,40,166,166,0
"Sat Jul 10 00:48:45 2010 -0400",79,456,179896,0.069952988155561,54183,125713,0,2,0,762,4,758,167.87532808399,4171,3924,247,3870,301,30.669144090146,3.0376408535123,0,40,164,164,0
"Mon Jul 5 22:35:13 2010 -0400",79,456,180048,0.069979958007253,54312,125736,0,2,0,762,4,758,167.89238845144,4171,3953,218,3881,290,30.672260848717,3.0388396068089,0,40,164,164,0
"Wed Jun 30 22:48:30 2010 -0400",79,456,180283,0.070126093485567,54424,125859,0,2,0,762,4,758,168.0656167979,4175,3989,186,3887,288,30.674491017964,3.0431137724551,0,40,166,166,0
"Mon Jun 28 22:31:35 2010 -0400",79,456,180283,0.070126093485567,54424,125859,0,2,0,762,4,758,168.0656167979,4175,3989,186,3887,288,30.674491017964,3.0431137724551,0,40,166,166,0
"Mon Apr 26 21:42:16 2010 -0430",78,450,179744,0.071462726533735,54266,125478,0,2,0,755,1,754,168.76821192053,4086,3925,161,3812,274,31.184532550171,3.1211453744493,0,40,169,169,0
"Fri Apr 23 13:10:56 2010 +1000",78,450,179599,0.071522566135245,54212,125387,0,0,0,755,1,754,168.62251655629,4060,3923,137,3808,252,31.357142857143,3.1334975369458,0,41,170,170,0
"Mon Apr 19 00:15:56 2010 -0400",78,450,179830,0.071474662821544,54303,125527,0,0,0,755,1,754,168.8,4062,3984,78,3808,254,31.374692269818,3.1324470704087,0,41,170,170,0
"Sun Apr 18 00:53:52 2010 -0400",78,452,180037,0.07150137762984,54459,125578,0,0,0,758,1,757,168.23482849604,4071,4002,69,3818,253,31.324490297224,3.1292065831491,0,41,170,170,0
"Fri Apr 16 02:20:15 2010 +1000",78,451,179737,0.071562953396789,54295,125442,0,0,0,755,0,755,168.71655629139,4054,3985,69,3800,254,31.421065614208,3.1378885051801,0,42,169,169,0
"Wed Apr 14 23:27:34 2010 -0400",78,451,179845,0.071585069513604,54330,125515,0,0,0,755,0,755,168.71258278146,4057,4017,40,3816,241,31.397091446882,3.1365541040177,0,42,169,169,0
"Tue Apr 13 23:54:21 2010 -0400",78,455,183750,0.072164868068118,55502,128248,0,0,0,766,0,766,169.82767624021,4140,4140,0,3913,227,31.422222222222,3.1509661835749,0,54,170,170,0
"Fri Apr 9 21:17:55 2010 +1000",78,455,183620,0.072203630463442,55427,128193,0,0,0,764,0,764,170.13612565445,4135,4135,0,3906,229,31.435066505441,3.1538089480048,0,54,170,170,0
"Mon Apr 5 16:43:47 2010 +1000",78,455,183267,0.072231590781338,55179,128088,0,0,0,764,0,764,169.98821989529,4133,4133,0,3905,228,31.422937333656,3.1538833776917,0,54,170,170,0
"Sun Apr 4 18:17:43 2010 +1000",78,457,184872,0.072291224566221,56696,128176,0,0,0,765,0,765,169.88758169935,4140,4140,0,4057,83,31.392270531401,3.1533816425121,0,54,170,170,0
"Fri Apr 2 13:55:05 2010 -0400",78,457,184807,0.072319435555625,56681,128126,0,0,0,764,0,764,170.14528795812,4136,4136,0,4136,0,31.42915860735,3.1554642166344,0,54,170,170,0
"Mon Mar 29 23:50:40 2010 -0430",78,457,184807,0.072319435555625,56681,128126,0,0,0,764,0,764,170.14528795812,4136,4136,0,4136,0,31.42915860735,3.1554642166344,0,54,170,170,0
"Sun Mar 28 11:28:03 2010 -0400",78,457,184704,0.072336571196552,56636,128068,0,0,0,764,0,764,169.94895287958,4133,4133,0,4133,0,31.415678683765,3.1565448826518,0,54,170,170,0
"Fri Mar 26 20:36:04 2010 +1100",78,457,184511,0.07240745807763,56596,127915,0,0,0,763,0,763,169.98034076016,4127,4127,0,4127,0,31.42597528471,3.1591955415556,0,54,170,170,0
"Tue Mar 23 00:39:24 2010 +0530",77,456,184257,0.072506086534472,56516,127741,0,0,0,761,0,761,170.19185282523,4122,4122,0,4122,0,31.420669577875,3.161814653081,0,54,170,170,0
"Fri Mar 19 20:44:18 2010 -0400",77,456,184199,0.072435285090123,56485,127714,0,0,0,761,0,761,170.2023653088,4122,4122,0,4122,0,31.422610383309,3.1596312469675,0,54,170,170,0
"Tue Mar 16 16:49:57 2010 -0430",77,456,184164,0.072427106909866,56477,127687,0,0,0,761,0,761,170.1038107753,4121,4121,0,4121,0,31.412035913613,3.1594273234652,0,54,170,170,0
"Sun Mar 14 16:06:31 2010 -0400",77,456,184022,0.072453202897187,56450,127572,0,0,0,761,0,761,169.93166885677,4120,4120,0,4120,0,31.38786407767,3.1584951456311,0,54,171,171,0
"Fri Mar 12 23:03:06 2010 -0500",77,456,183804,0.072517915590685,56401,127403,0,0,0,761,0,761,169.73193166886,4114,4114,0,4114,0,31.396694214876,3.1606708799222,0,54,171,171,0
"Mon Mar 8 22:48:39 2010 -0500",77,456,183710,0.072458645553513,56396,127314,0,0,0,761,0,761,169.58738501971,4111,4111,0,4111,0,31.392848455364,3.1588421308684,0,54,171,171,0
"Sun Feb 28 13:51:47 2010 -0500",77,455,183493,0.072864815557495,56326,127167,0,0,0,760,0,760,169.38815789474,4097,4097,0,4097,0,31.421772028313,3.1762265072004,0,54,171,171,0
"Sun Feb 28 11:39:09 2010 -0500",77,455,183493,0.072864815557495,56326,127167,0,0,0,760,0,760,169.38815789474,4097,4097,0,4097,0,31.421772028313,3.1762265072004,0,54,171,171,0
"Sat Feb 27 23:18:21 2010 -0430",77,455,183295,0.073385110518323,56212,127083,0,0,0,760,0,760,169.18157894737,4085,4085,0,4085,0,31.475642594859,3.1973072215422,0,54,170,170,0
"Sat Feb 20 11:42:17 2010 -0500",77,455,183127,0.072671556077233,56186,126941,0,0,0,760,0,760,168.99210526316,4080,4080,0,4080,0,31.478921568627,3.1754901960784,0,54,170,170,0
"Mon Feb 15 12:11:05 2010 -0500",74,452,182933,0.072793671075775,56150,126783,0,0,0,757,0,757,169.46499339498,4074,4074,0,4074,0,31.488708885616,3.179675994109,0,54,170,170,0
"Fri Feb 12 23:51:02 2010 -0500",74,452,182738,0.072862477008455,56061,126677,0,0,0,755,0,755,169.98410596026,4070,4070,0,4070,0,31.532678132678,3.1820638820639,0,54,170,170,0
"Sun Feb 7 16:45:36 2010 -0500",74,452,182738,0.072862477008455,56061,126677,0,0,0,755,0,755,169.98410596026,4070,4070,0,4070,0,31.532678132678,3.1820638820639,0,54,170,170,0
"Sun Jan 31 21:23:32 2010 -0200",74,452,182157,0.073025193414005,56132,126025,0,0,0,758,0,758,168.63192612137,4069,4069,0,4069,0,31.413860899484,3.1759646104694,0,54,170,170,0
"Thu Jan 28 10:55:41 2010 -0500",74,452,182063,0.072995710332469,55946,126117,0,0,0,755,0,755,169.04238410596,4054,4054,0,4054,0,31.481746423286,3.184755796744,0,54,170,170,0
"Mon Jan 25 17:59:05 2010 -0500",73,447,181665,0.073078021838497,55649,126016,0,0,0,748,0,748,170.43983957219,4051,4051,0,4051,0,31.470994816095,3.1863737348803,0,54,170,170,0
"Fri Jan 22 17:54:28 2010 -0500",73,447,181665,0.073078021838497,55649,126016,0,0,0,748,0,748,170.43983957219,4051,4051,0,4051,0,31.470994816095,3.1863737348803,0,54,170,170,0
"Thu Jan 21 01:42:54 2010 +0530",73,447,180970,0.073027053239949,55181,125789,0,0,0,748,0,748,170.51470588235,4045,4045,0,4045,0,31.53152039555,3.1846724351051,0,54,170,170,0
"Tue Jan 19 09:22:13 2010 -0500",73,447,181041,0.072986377147944,55223,125818,0,0,0,748,0,748,170.20053475936,4046,4046,0,4046,0,31.465645081562,3.1836381611468,0,54,170,170,0
"Sat Jan 16 20:38:08 2010 -0500",73,447,180975,0.07295857517691,55205,125770,0,0,0,748,0,748,170.1256684492,4044,4044,0,4044,0,31.467359050445,3.1829871414441,0,54,170,170,0
